arquivo,tipo_entidade,nome,identificador,aux
doc_grupo1_080.txt,Empresa,Dias & Pereira Desenvolvimento de Software Comércio e Indústria,33.219.306/0001-84,
doc_grupo1_080.txt,Pessoa,Letícia Oliveira Teixeira,451.652.546-36,
doc_grupo1_080.txt,Pessoa,Carlos Cavalcanti Ribeiro,,6.866.988-3
doc_grupo1_080.txt,Pessoa,Juliana Melo Nascimento,,8.950.966-9
doc_grupo1_081.txt,Empresa,Costa & Dias Saúde S/A,64.263.911/0001-69,
doc_grupo1_081.txt,Pessoa,Gustavo Nascimento Araújo,,6.546.169-8
doc_grupo1_081.txt,Pessoa,Diego Mendes Cardoso,809.700.166-31,
doc_grupo1_082.txt,Empresa,Souza & Nascimento Investimentos Comércio e Indústria,98.599.716/0001-13,
doc_grupo1_082.txt,Pessoa,Letícia Martins Rocha,244.781.272-90,
doc_grupo1_082.txt,Pessoa,Sofia Souza Ribeiro,633.905.160-41,
doc_grupo1_082.txt,Pessoa,Sofia Marques Nascimento,346.291.246-10,
doc_grupo1_083.txt,Empresa,Cunha & Oliveira Agronegócios Serviços Logísticos,20.193.848/0001-12,
doc_grupo1_083.txt,Pessoa,Mariana Costa Teixeira,487.397.768-24,
doc_grupo1_083.txt,Pessoa,Amanda Melo Pinto,,2.345.374-4
doc_grupo1_083.txt,Pessoa,Sofia Silva Barbosa,,4.783.392-0
doc_grupo1_084.txt,Empresa,Cavalcanti & Ferreira Energia S/A,85.612.582/0001-88,
doc_grupo1_084.txt,Pessoa,Ana Souza Rodrigues,786.171.892-24,
doc_grupo1_084.txt,Pessoa,Rodrigo Mendes Nascimento,,7.859.308-5
doc_grupo1_084.txt,Pessoa,Ana Cavalcanti Santos,559.153.329-26,
doc_grupo1_085.txt,Empresa,Rodrigues & Cardoso Energia LTDA,45.349.860/0001-24,
doc_grupo1_085.txt,Pessoa,Carlos Cardoso Araújo,873.743.782-20,
doc_grupo1_085.txt,Pessoa,Felipe Souza Martins,,5.402.210-8
doc_grupo1_085.txt,Pessoa,Luiz Rocha Ribeiro,448.534.904-56,
doc_grupo1_086.txt,Empresa,Barbosa & Silva Desenvolvimento de Software Empreendimentos Imobiliários,63.405.474/0001-43,
doc_grupo1_086.txt,Pessoa,Mariana Ribeiro Oliveira,,2.453.330-1
doc_grupo1_086.txt,Pessoa,Diego Pinto Carvalho,577.974.847-95,
doc_grupo1_086.txt,Pessoa,Larissa Pereira Pereira,,3.695.675-0
doc_grupo1_087.txt,Empresa,Marques & Silva Tecnologia Empreendimentos Imobiliários,89.770.985/0001-89,
doc_grupo1_087.txt,Pessoa,Bruno Barbosa Dias,,7.778.201-9
doc_grupo1_087.txt,Pessoa,Bruno Cardoso Pinto,,4.493.253-9
doc_grupo1_087.txt,Pessoa,Ana Oliveira Mendes,,1.463.491-6
doc_grupo1_087.txt,Pessoa,Camila Araújo Rodrigues,941.145.408-13,
doc_grupo1_088.txt,Empresa,Cunha & Araújo Alimentos Comércio e Indústria,39.894.273/0001-48,
doc_grupo1_088.txt,Pessoa,Maria Cunha Pinto,,4.971.241-2
doc_grupo1_088.txt,Pessoa,Aline Pereira Oliveira,260.924.475-10,
doc_grupo1_088.txt,Pessoa,Sofia Martins Almeida,122.997.863-99,
doc_grupo1_089.txt,Empresa,Melo & Marques Transportes Comércio e Indústria,57.713.191/0001-62,
doc_grupo1_089.txt,Pessoa,Aline Dias Cavalcanti,,3.974.361-5
doc_grupo1_089.txt,Pessoa,Gustavo Ribeiro Oliveira,,4.973.796-1
doc_grupo1_089.txt,Pessoa,Gustavo Carvalho Ribeiro,,5.391.473-9
doc_grupo1_089.txt,Pessoa,Beatriz Almeida Lima,750.879.437-49,
doc_grupo1_090.txt,Empresa,Pereira & Marques Agronegócios Empreendimentos Imobiliários,12.922.307/0001-18,
doc_grupo1_090.txt,Pessoa,João Cunha Cardoso,815.341.429-36,
doc_grupo1_090.txt,Pessoa,Sofia Nascimento Carvalho,689.861.123-60,
doc_grupo1_090.txt,Pessoa,Gustavo Martins Cardoso,,1.707.452-2
doc_grupo1_091.txt,Empresa,Teixeira & Souza Saúde Consultoria Empresarial,34.145.793/0001-80,
doc_grupo1_091.txt,Pessoa,Carlos Rocha Melo,758.970.872-89,
doc_grupo1_091.txt,Pessoa,Aline Oliveira Cunha,579.211.501-99,
doc_grupo1_091.txt,Pessoa,Felipe Nascimento Rodrigues,,2.561.757-4
doc_grupo1_092.txt,Empresa,Martins & Melo Desenvolvimento de Software Comércio e Indústria,35.924.229/0001-15,
doc_grupo1_092.txt,Pessoa,Gabriel Teixeira Cavalcanti,,7.472.842-5
doc_grupo1_092.txt,Pessoa,Felipe Nascimento Oliveira,850.428.939-19,
doc_grupo1_092.txt,Pessoa,Juliana Nascimento Barbosa,687.751.743-52,
doc_grupo1_092.txt,Pessoa,Bruno Cardoso Pinto,891.398.819-15,
doc_grupo1_093.txt,Empresa,Almeida & Marques Infraestrutura Empreendimentos Imobiliários,87.459.520/0001-15,
doc_grupo1_093.txt,Pessoa,Lucas Barbosa Souza,,1.540.448-0
doc_grupo1_093.txt,Pessoa,Lucas Lima Oliveira,307.921.648-27,
doc_grupo1_093.txt,Pessoa,Larissa Dias Santos,187.942.737-51,
doc_grupo1_094.txt,Empresa,Barbosa & Araújo Alimentos Consultoria Empresarial,67.862.384/0001-70,
doc_grupo1_094.txt,Pessoa,Felipe Martins Santos,,6.647.695-4
doc_grupo1_094.txt,Pessoa,Lucas Lima Cardoso,,2.627.514-0
doc_grupo1_094.txt,Pessoa,Lucas Martins Teixeira,997.654.393-95,
doc_grupo1_094.txt,Pessoa,Ana Almeida Moreira,,9.876.234-3
doc_grupo1_095.txt,Empresa,Carvalho & Almeida Saúde Comércio e Indústria,36.782.778/0001-12,
doc_grupo1_095.txt,Pessoa,João Oliveira Rocha,369.528.518-93,
doc_grupo1_095.txt,Pessoa,Gustavo Oliveira Martins,,6.780.139-5
doc_grupo1_095.txt,Pessoa,Roberto Cunha Araújo,,5.742.633-7
doc_grupo1_095.txt,Pessoa,Patricia Cavalcanti Gomes,326.210.297-43,
doc_grupo1_096.txt,Empresa,Souza & Cardoso Tecnologia Empreendimentos Imobiliários,81.284.795/0001-12,
doc_grupo1_096.txt,Pessoa,Bruno Carvalho Almeida,327.488.666-86,
doc_grupo1_096.txt,Pessoa,Luiz Pereira Melo,,6.511.269-2
doc_grupo1_096.txt,Pessoa,Carlos Oliveira Araújo,700.193.494-47,
doc_grupo1_096.txt,Pessoa,Bruno Cavalcanti Silva,217.144.751-79,
doc_grupo1_097.txt,Empresa,Silva & Gomes Agronegócios S/A,70.266.331/0001-67,
doc_grupo1_097.txt,Pessoa,Carlos Marques Marques,,4.123.103-2
doc_grupo1_097.txt,Pessoa,Gabriel Dias Ferreira,874.218.641-85,
doc_grupo1_098.txt,Empresa,Rocha & Dias Desenvolvimento de Software Consultoria Empresarial,49.116.401/0001-69,
doc_grupo1_098.txt,Pessoa,Amanda Moreira Pereira,,7.678.201-3
doc_grupo1_098.txt,Pessoa,Ana Melo Pereira,461.912.578-77,
doc_grupo1_098.txt,Pessoa,Letícia Pinto Melo,379.794.375-12,
doc_grupo1_098.txt,Pessoa,Ana Silva Ferreira,,4.209.359-7
doc_grupo1_099.txt,Empresa,Teixeira & Teixeira Agronegócios Consultoria Empresarial,32.704.673/0001-37,
doc_grupo1_099.txt,Pessoa,Letícia Souza Teixeira,407.251.792-26,
doc_grupo1_099.txt,Pessoa,Pedro Gomes Martins,,3.566.924-4
doc_grupo1_100.txt,Empresa,Oliveira & Martins Infraestrutura Comércio e Indústria,53.661.331/0001-74,
doc_grupo1_100.txt,Pessoa,Ricardo Cavalcanti Mendes,270.295.435-42,
doc_grupo1_100.txt,Pessoa,Gustavo Souza Pinto,,1.160.202-1
doc_grupo1_100.txt,Pessoa,Sofia Barbosa Pinto,,1.960.953-2
