arquivo,tipo_entidade,nome,identificador,aux
doc_grupo2_123.txt,Pessoa,Diego Barbosa Moreira,,9.360.251-1
doc_grupo2_123.txt,Empresa,Rodrigues & Mendes Transportes Comércio e Indústria,76.299.102/0001-31,
doc_grupo2_123.txt,Pessoa,Roberto Araújo Silva,426.662.880-46,
doc_grupo2_123.txt,Pessoa,Pedro Nascimento Dias,,4.473.319-9
doc_grupo2_123.txt,Empresa,Pereira & Silva Energia Consultoria Empresarial,11.120.853/0001-61,
doc_grupo2_123.txt,Pessoa,Larissa Dias Moreira,297.621.658-83,
doc_grupo2_123.txt,Pessoa,Sofia Almeida Melo,,5.345.875-8
doc_grupo2_123.txt,Pessoa,Rodrigo Almeida Cardoso,,2.548.526-8
doc_grupo2_124.txt,Empresa,Oliveira & Cunha Saúde Holding Executiva,55.885.757/0001-78,
doc_grupo2_124.txt,Pessoa,Pedro Dias Araújo,,6.490.825-1
doc_grupo2_124.txt,Pessoa,Letícia Ribeiro Teixeira,757.704.793-19,
doc_grupo2_124.txt,Pessoa,Rodrigo Martins Cavalcanti,104.858.442-65,
doc_grupo2_124.txt,Empresa,Mendes & Carvalho Alimentos Consultoria Empresarial,69.618.633/0001-24,
doc_grupo2_124.txt,Pessoa,Roberto Santos Mendes,,2.709.308-5
doc_grupo2_124.txt,Pessoa,Larissa Silva Pinto,,1.392.842-6
doc_grupo2_124.txt,Pessoa,Patricia Pereira Pinto,,4.333.595-8
doc_grupo2_124.txt,Empresa,Santos & Martins Energia LTDA,24.476.886/0001-59,
doc_grupo2_124.txt,Pessoa,Mariana Dias Cunha,976.721.470-52,
doc_grupo2_124.txt,Pessoa,Camila Dias Santos,,8.981.505-5
doc_grupo2_124.txt,Pessoa,João Ferreira Martins,,4.120.586-2
doc_grupo2_124.txt,Empresa,Araújo & Nascimento Construções Consultoria Empresarial,39.919.830/0001-57,
doc_grupo2_124.txt,Pessoa,Maria Lima Dias,588.916.130-42,
doc_grupo2_124.txt,Pessoa,Bruno Barbosa Rocha,,7.889.878-2
doc_grupo2_124.txt,Pessoa,Ana Nascimento Carvalho,,1.171.352-0
doc_grupo2_124.txt,Pessoa,Ana Cunha Dias,406.573.923-97,
doc_grupo2_124.txt,Empresa,Ribeiro & Souza Saúde Participações S.A.,85.679.251/0001-53,
doc_grupo2_124.txt,Pessoa,Gabriel Carvalho Rodrigues,400.542.651-12,
doc_grupo2_124.txt,Pessoa,Carlos Santos Souza,987.871.834-52,
doc_grupo2_124.txt,Pessoa,Aline Pereira Cardoso,236.318.171-16,
doc_grupo2_124.txt,Pessoa,Letícia Rodrigues Rocha,362.936.177-73,
doc_grupo2_125.txt,Empresa,Ribeiro & Oliveira Agronegócios Empreendimentos Imobiliários,18.716.369/0001-45,
doc_grupo2_125.txt,Pessoa,Mariana Cunha Souza,,3.431.884-1
doc_grupo2_125.txt,Pessoa,Bruno Mendes Ferreira,631.995.486-77,
doc_grupo2_125.txt,Empresa,Silva & Santos Tecnologia S/A,79.931.951/0001-87,
doc_grupo2_125.txt,Pessoa,Pedro Barbosa Melo,,1.858.294-2
doc_grupo2_125.txt,Pessoa,Sofia Nascimento Ribeiro,841.246.568-51,
doc_grupo2_126.txt,Empresa,Oliveira & Pereira Agronegócios Holding Executiva,16.488.861/0001-14,
doc_grupo2_126.txt,Pessoa,Sofia Oliveira Carvalho,868.490.298-10,
doc_grupo2_126.txt,Pessoa,Ana Nascimento Rocha,,5.561.559-8
doc_grupo2_126.txt,Pessoa,Pedro Lima Costa,,9.249.299-1
doc_grupo2_126.txt,Empresa,Pereira & Ferreira Tecnologia Serviços Logísticos,49.800.161/0001-57,
doc_grupo2_126.txt,Pessoa,Larissa Rodrigues Costa,,4.488.889-8
doc_grupo2_126.txt,Pessoa,Sofia Teixeira Rocha,121.241.733-51,
doc_grupo2_126.txt,Pessoa,Ana Lima Cavalcanti,,5.856.334-8
doc_grupo2_127.txt,Empresa,Pereira & Oliveira Desenvolvimento de Software Serviços Logísticos,83.749.366/0001-33,
doc_grupo2_127.txt,Pessoa,Mariana Silva Nascimento,,1.170.996-7
doc_grupo2_127.txt,Pessoa,Ana Dias Santos,160.241.392-94,
doc_grupo2_127.txt,Empresa,Cunha & Ribeiro Têxtil Participações S.A.,67.828.775/0001-96,
doc_grupo2_127.txt,Pessoa,Bruno Nascimento Silva,,6.356.853-2
doc_grupo2_127.txt,Pessoa,Fernanda Barbosa Gomes,,4.978.405-3
doc_grupo2_127.txt,Pessoa,Beatriz Cardoso Cardoso,,4.824.263-8
doc_grupo2_127.txt,Pessoa,Gabriel Souza Rocha,,1.508.554-6
doc_grupo2_127.txt,Empresa,Cavalcanti & Souza Energia S/A,15.973.439/0001-50,
doc_grupo2_127.txt,Pessoa,Pedro Moreira Souza,256.133.394-69,
doc_grupo2_127.txt,Pessoa,Patricia Santos Ferreira,386.220.359-44,
doc_grupo2_127.txt,Pessoa,Juliana Rocha Cunha,101.195.166-12,
doc_grupo2_127.txt,Pessoa,Ana Cavalcanti Martins,,3.754.615-0
doc_grupo2_128.txt,Empresa,Lima & Cunha Desenvolvimento de Software Participações S.A.,82.711.474/0001-34,
doc_grupo2_128.txt,Pessoa,Amanda Barbosa Moreira,,3.146.232-1
doc_grupo2_128.txt,Pessoa,Mariana Nascimento Martins,,2.179.673-8
doc_grupo2_128.txt,Pessoa,Gustavo Nascimento Marques,,5.986.737-1
doc_grupo2_128.txt,Pessoa,Juliana Lima Carvalho,303.343.393-37,
doc_grupo2_128.txt,Empresa,Rodrigues & Dias Construções Holding Executiva,20.653.483/0001-66,
doc_grupo2_128.txt,Pessoa,Fernanda Araújo Teixeira,,3.893.329-4
doc_grupo2_128.txt,Pessoa,Luiz Pinto Martins,283.726.891-39,
doc_grupo2_128.txt,Pessoa,João Barbosa Ferreira,546.983.237-42,
doc_grupo2_128.txt,Empresa,Lima & Moreira Energia Empreendimentos Imobiliários,49.560.930/0001-89,
doc_grupo2_128.txt,Pessoa,Ricardo Pereira Ribeiro,822.875.229-36,
doc_grupo2_128.txt,Pessoa,Camila Melo Teixeira,407.425.843-97,
doc_grupo2_128.txt,Pessoa,Felipe Cavalcanti Marques,269.480.204-87,
doc_grupo2_128.txt,Pessoa,Bruno Nascimento Dias,,1.804.448-8
doc_grupo2_128.txt,Empresa,Santos & Ferreira Investimentos Empreendimentos Imobiliários,84.155.737/0001-31,
doc_grupo2_128.txt,Pessoa,Roberto Souza Costa,887.111.717-20,
doc_grupo2_128.txt,Pessoa,Gustavo Rodrigues Gomes,,3.359.761-2
doc_grupo2_128.txt,Pessoa,Amanda Santos Costa,162.607.440-31,
doc_grupo2_128.txt,Pessoa,João Carvalho Rodrigues,,8.536.983-9
doc_grupo2_129.txt,Empresa,Almeida & Rocha Saúde Holding Executiva,55.530.546/0001-84,
doc_grupo2_129.txt,Pessoa,Pedro Cardoso Ferreira,,3.188.358-7
doc_grupo2_129.txt,Pessoa,Rodrigo Gomes Cardoso,,7.977.927-4
doc_grupo2_129.txt,Pessoa,Ricardo Silva Cavalcanti,,8.381.181-7
doc_grupo2_129.txt,Pessoa,Fernanda Rodrigues Souza,311.355.785-18,
doc_grupo2_129.txt,Empresa,Lima & Moreira Saúde Consultoria Empresarial,40.763.527/0001-83,
doc_grupo2_129.txt,Pessoa,Fernanda Pereira Pinto,,9.296.635-0
doc_grupo2_129.txt,Pessoa,Amanda Oliveira Nascimento,,1.298.365-3
doc_grupo2_129.txt,Pessoa,Beatriz Carvalho Teixeira,111.325.819-42,
doc_grupo2_129.txt,Empresa,Teixeira & Mendes Saúde Participações S.A.,37.361.646/0001-35,
doc_grupo2_129.txt,Pessoa,Ana Cardoso Teixeira,,1.734.354-7
doc_grupo2_129.txt,Pessoa,Rodrigo Pinto Teixeira,,6.663.196-8
doc_grupo2_129.txt,Pessoa,Rodrigo Cavalcanti Marques,778.600.603-83,
doc_grupo2_129.txt,Pessoa,Ricardo Silva Ferreira,457.476.132-69,
doc_grupo2_129.txt,Empresa,Ribeiro & Barbosa Agronegócios Comércio e Indústria,50.284.297/0001-32,
doc_grupo2_129.txt,Pessoa,Juliana Martins Oliveira,630.681.899-65,
doc_grupo2_129.txt,Pessoa,Sofia Santos Barbosa,125.459.861-63,
doc_grupo2_129.txt,Pessoa,João Pereira Pereira,,1.784.979-0
doc_grupo2_130.txt,Empresa,Souza & Dias Construções Holding Executiva,34.419.502/0001-78,
doc_grupo2_130.txt,Pessoa,Bruno Melo Marques,379.835.296-34,
doc_grupo2_130.txt,Pessoa,Ricardo Souza Teixeira,,4.638.740-9
doc_grupo2_130.txt,Pessoa,Sofia Rodrigues Souza,,9.329.566-0
doc_grupo2_130.txt,Pessoa,Felipe Gomes Rocha,,8.773.269-7
doc_grupo2_130.txt,Empresa,Teixeira & Almeida Construções Participações S.A.,94.906.205/0001-58,
doc_grupo2_130.txt,Pessoa,Sofia Araújo Cunha,559.422.505-14,
doc_grupo2_130.txt,Pessoa,Gabriel Marques Silva,,2.216.724-3
doc_grupo2_130.txt,Pessoa,Beatriz Lima Araújo,,1.633.251-0
doc_grupo2_130.txt,Empresa,Moreira & Ferreira Têxtil Consultoria Empresarial,27.504.341/0001-88,
doc_grupo2_130.txt,Pessoa,Mariana Moreira Moreira,,1.408.461-5
doc_grupo2_130.txt,Pessoa,Carlos Marques Oliveira,639.493.279-83,
doc_grupo2_130.txt,Pessoa,Larissa Melo Martins,298.303.765-65,
doc_grupo2_131.txt,Empresa,Mendes & Barbosa Investimentos Consultoria Empresarial,42.763.731/0001-70,
doc_grupo2_131.txt,Pessoa,Bruno Costa Araújo,,9.598.100-5
doc_grupo2_131.txt,Pessoa,Juliana Teixeira Ribeiro,,3.729.136-0
doc_grupo2_131.txt,Pessoa,Gabriel Cunha Marques,,7.639.717-2
doc_grupo2_131.txt,Empresa,Dias & Barbosa Construções LTDA,95.867.943/0001-51,
doc_grupo2_131.txt,Pessoa,Larissa Melo Araújo,,9.145.865-1
doc_grupo2_131.txt,Pessoa,João Cunha Dias,,1.738.467-6
doc_grupo2_131.txt,Pessoa,João Ferreira Barbosa,347.137.570-35,
doc_grupo2_131.txt,Pessoa,Gustavo Marques Gomes,,2.159.501-2
doc_grupo2_132.txt,Empresa,Marques & Silva Têxtil S/A,37.749.585/0001-95,
doc_grupo2_132.txt,Pessoa,João Cavalcanti Cunha,,2.404.882-8
doc_grupo2_132.txt,Pessoa,João Dias Ferreira,620.872.753-76,
doc_grupo2_132.txt,Pessoa,Ana Mendes Melo,787.956.267-90,
doc_grupo2_132.txt,Pessoa,Fernanda Oliveira Silva,629.215.545-10,
doc_grupo2_132.txt,Empresa,Ferreira & Ferreira Transportes Participações S.A.,26.626.872/0001-31,
doc_grupo2_132.txt,Pessoa,Pedro Souza Santos,529.753.800-29,
doc_grupo2_132.txt,Pessoa,Ricardo Moreira Lima,,1.545.200-2
doc_grupo2_132.txt,Pessoa,Gustavo Souza Ferreira,269.897.237-20,
doc_grupo2_132.txt,Pessoa,Mariana Nascimento Marques,653.807.403-74,
doc_grupo2_133.txt,Empresa,Souza & Cunha Agronegócios Empreendimentos Imobiliários,73.426.176/0001-49,
doc_grupo2_133.txt,Pessoa,Patricia Nascimento Costa,968.343.828-16,
doc_grupo2_133.txt,Pessoa,Patricia Pinto Rodrigues,,9.822.928-5
doc_grupo2_133.txt,Pessoa,Pedro Santos Carvalho,,3.848.398-4
doc_grupo2_133.txt,Empresa,Moreira & Cunha Infraestrutura Participações S.A.,15.980.509/0001-64,
doc_grupo2_133.txt,Pessoa,Beatriz Martins Marques,,2.895.911-5
doc_grupo2_133.txt,Pessoa,Lucas Ferreira Pinto,622.456.616-69,
doc_grupo2_133.txt,Pessoa,Lucas Souza Mendes,,8.550.142-1
doc_grupo2_133.txt,Pessoa,Fernanda Almeida Souza,624.840.580-44,
doc_grupo2_133.txt,Empresa,Cardoso & Melo Têxtil Empreendimentos Imobiliários,62.208.390/0001-17,
doc_grupo2_133.txt,Pessoa,Luiz Santos Pereira,,4.954.847-2
doc_grupo2_133.txt,Pessoa,Aline Cunha Gomes,596.796.969-35,
doc_grupo2_133.txt,Pessoa,Carlos Lima Oliveira,211.580.332-64,
doc_grupo2_133.txt,Empresa,Rocha & Martins Agronegócios Empreendimentos Imobiliários,45.721.839/0001-85,
doc_grupo2_133.txt,Pessoa,Bruno Pereira Mendes,,4.780.444-5
doc_grupo2_133.txt,Pessoa,Camila Almeida Rodrigues,408.311.248-57,
doc_grupo2_133.txt,Pessoa,Amanda Barbosa Lima,,1.880.693-3
doc_grupo2_133.txt,Pessoa,Ana Souza Souza,,4.756.912-7
doc_grupo2_133.txt,Empresa,Souza & Barbosa Infraestrutura Serviços Logísticos,48.973.270/0001-21,
doc_grupo2_133.txt,Pessoa,Amanda Nascimento Ferreira,699.721.133-91,
doc_grupo2_133.txt,Pessoa,Ana Melo Gomes,,4.186.106-0
doc_grupo2_133.txt,Pessoa,Pedro Nascimento Barbosa,,9.407.153-4
doc_grupo2_133.txt,Pessoa,Rodrigo Gomes Mendes,,9.740.155-6
doc_grupo2_134.txt,Empresa,Moreira & Marques Investimentos Empreendimentos Imobiliários,78.804.890/0001-79,
doc_grupo2_134.txt,Pessoa,Lucas Lima Dias,,3.117.318-0
doc_grupo2_134.txt,Pessoa,Luiz Nascimento Oliveira,,2.209.356-0
doc_grupo2_134.txt,Empresa,Melo & Souza Têxtil Serviços Logísticos,70.451.356/0001-93,
doc_grupo2_134.txt,Pessoa,Lucas Carvalho Nascimento,148.530.708-53,
doc_grupo2_134.txt,Pessoa,Mariana Cavalcanti Souza,,8.116.362-2
doc_grupo2_134.txt,Empresa,Silva & Martins Alimentos Consultoria Empresarial,70.289.758/0001-28,
doc_grupo2_134.txt,Pessoa,Beatriz Melo Cunha,212.328.164-22,
doc_grupo2_134.txt,Pessoa,Mariana Cardoso Marques,572.846.780-90,
doc_grupo2_135.txt,Empresa,Oliveira & Pereira Agronegócios Serviços Logísticos,55.389.655/0001-57,
doc_grupo2_135.txt,Pessoa,Fernanda Souza Barbosa,771.610.370-23,
doc_grupo2_135.txt,Pessoa,Camila Silva Cunha,,3.298.207-0
doc_grupo2_135.txt,Pessoa,Patricia Oliveira Teixeira,,9.914.894-0
doc_grupo2_135.txt,Pessoa,Rodrigo Souza Melo,552.342.824-97,
doc_grupo2_135.txt,Empresa,Teixeira & Oliveira Alimentos Comércio e Indústria,75.233.441/0001-90,
doc_grupo2_135.txt,Pessoa,Amanda Barbosa Cunha,218.966.276-95,
doc_grupo2_135.txt,Pessoa,Sofia Cardoso Cardoso,,1.526.824-7
doc_grupo2_135.txt,Empresa,Costa & Martins Construções Empreendimentos Imobiliários,95.114.120/0001-65,
doc_grupo2_135.txt,Pessoa,Luiz Moreira Cunha,,9.704.286-5
doc_grupo2_135.txt,Pessoa,João Carvalho Silva,,2.234.403-3
doc_grupo2_136.txt,Empresa,Cunha & Barbosa Transportes Consultoria Empresarial,63.817.752/0001-49,
doc_grupo2_136.txt,Pessoa,Pedro Dias Carvalho,217.788.710-96,
doc_grupo2_136.txt,Pessoa,Pedro Santos Silva,,7.934.570-2
doc_grupo2_136.txt,Pessoa,Gabriel Mendes Almeida,397.818.662-65,
doc_grupo2_136.txt,Pessoa,Diego Melo Barbosa,,1.322.566-4
doc_grupo2_136.txt,Empresa,Pinto & Dias Desenvolvimento de Software Holding Executiva,94.251.770/0001-52,
doc_grupo2_136.txt,Pessoa,Aline Barbosa Pereira,,8.607.820-2
doc_grupo2_136.txt,Pessoa,Pedro Moreira Pinto,181.361.111-55,
doc_grupo2_136.txt,Pessoa,Felipe Melo Gomes,650.170.994-56,
doc_grupo2_136.txt,Empresa,Lima & Pinto Energia Consultoria Empresarial,28.890.993/0001-19,
doc_grupo2_136.txt,Pessoa,Gabriel Lima Teixeira,665.501.163-80,
doc_grupo2_136.txt,Pessoa,Amanda Ferreira Melo,,9.714.868-5
doc_grupo2_136.txt,Pessoa,Diego Dias Mendes,,8.712.593-2
doc_grupo2_136.txt,Empresa,Ferreira & Carvalho Saúde Participações S.A.,57.898.815/0001-57,
doc_grupo2_136.txt,Pessoa,Roberto Moreira Almeida,,5.642.215-2
doc_grupo2_136.txt,Pessoa,João Cardoso Barbosa,,2.637.250-6
doc_grupo2_136.txt,Pessoa,Gabriel Araújo Gomes,587.140.521-98,
doc_grupo2_136.txt,Empresa,Rocha & Marques Infraestrutura S/A,16.535.480/0001-25,
doc_grupo2_136.txt,Pessoa,Patricia Rocha Cavalcanti,448.200.376-63,
doc_grupo2_136.txt,Pessoa,Felipe Gomes Lima,,3.940.608-0
doc_grupo2_137.txt,Empresa,Pinto & Martins Energia Consultoria Empresarial,19.992.874/0001-49,
doc_grupo2_137.txt,Pessoa,Ana Costa Gomes,929.689.307-29,
doc_grupo2_137.txt,Pessoa,Letícia Costa Melo,919.618.853-17,
doc_grupo2_137.txt,Pessoa,Fernanda Araújo Araújo,,3.270.124-8
doc_grupo2_137.txt,Empresa,Cunha & Dias Saúde Participações S.A.,34.706.879/0001-16,
doc_grupo2_137.txt,Pessoa,Fernanda Rodrigues Souza,969.710.229-22,
doc_grupo2_137.txt,Pessoa,Mariana Nascimento Araújo,442.366.935-91,
doc_grupo2_137.txt,Pessoa,Larissa Araújo Rocha,,6.243.370-0
doc_grupo2_137.txt,Pessoa,Ana Melo Silva,,8.622.797-6
doc_grupo2_137.txt,Empresa,Almeida & Cavalcanti Infraestrutura Participações S.A.,59.114.749/0001-52,
doc_grupo2_137.txt,Pessoa,Roberto Santos Mendes,870.709.863-52,
doc_grupo2_137.txt,Pessoa,Gabriel Carvalho Nascimento,,6.907.514-7
doc_grupo2_138.txt,Empresa,Silva & Cavalcanti Saúde Holding Executiva,27.921.940/0001-94,
doc_grupo2_138.txt,Pessoa,Fernanda Almeida Souza,211.910.968-96,
doc_grupo2_138.txt,Pessoa,Diego Ferreira Silva,995.717.891-30,
doc_grupo2_138.txt,Pessoa,Aline Ferreira Cardoso,,1.830.570-0
doc_grupo2_138.txt,Empresa,Nascimento & Lima Agronegócios Participações S.A.,45.284.319/0001-83,
doc_grupo2_138.txt,Pessoa,Luiz Nascimento Ribeiro,,4.744.670-2
doc_grupo2_138.txt,Pessoa,Carlos Santos Ribeiro,,2.523.903-1
doc_grupo2_138.txt,Pessoa,Felipe Costa Araújo,,6.494.759-0
doc_grupo2_138.txt,Pessoa,Ricardo Carvalho Araújo,188.538.388-33,
doc_grupo2_138.txt,Empresa,Moreira & Rocha Transportes Empreendimentos Imobiliários,80.762.957/0001-56,
doc_grupo2_138.txt,Pessoa,Carlos Rodrigues Cunha,457.205.790-92,
doc_grupo2_138.txt,Pessoa,Bruno Cardoso Cavalcanti,541.470.722-69,
doc_grupo2_138.txt,Empresa,Melo & Martins Transportes LTDA,81.176.334/0001-32,
doc_grupo2_138.txt,Pessoa,Mariana Silva Gomes,,8.462.821-7
doc_grupo2_138.txt,Pessoa,Amanda Rodrigues Souza,,3.806.555-2
doc_grupo2_138.txt,Pessoa,Ricardo Dias Oliveira,355.900.514-83,
doc_grupo2_138.txt,Pessoa,Maria Costa Cardoso,970.600.414-47,
doc_grupo2_139.txt,Empresa,Almeida & Rodrigues Investimentos Participações S.A.,93.146.292/0001-66,
doc_grupo2_139.txt,Pessoa,Fernanda Almeida Dias,593.107.558-24,
doc_grupo2_139.txt,Pessoa,Camila Ribeiro Pinto,,3.682.712-4
doc_grupo2_139.txt,Pessoa,Letícia Gomes Teixeira,,7.518.818-1
doc_grupo2_139.txt,Pessoa,Carlos Pereira Dias,,4.442.751-7
doc_grupo2_139.txt,Empresa,Cunha & Cardoso Alimentos LTDA,75.190.774/0001-80,
doc_grupo2_139.txt,Pessoa,Gustavo Santos Rocha,445.896.758-85,
doc_grupo2_139.txt,Pessoa,Pedro Araújo Moreira,621.912.426-36,
doc_grupo2_139.txt,Pessoa,Ricardo Cavalcanti Ribeiro,378.303.178-11,
doc_grupo2_140.txt,Empresa,Melo & Martins Tecnologia Comércio e Indústria,66.682.356/0001-65,
doc_grupo2_140.txt,Pessoa,Felipe Melo Mendes,,4.117.224-3
doc_grupo2_140.txt,Pessoa,Luiz Lima Ribeiro,,7.445.994-2
doc_grupo2_140.txt,Empresa,Gomes & Barbosa Energia Consultoria Empresarial,28.807.480/0001-15,
doc_grupo2_140.txt,Pessoa,Carlos Ribeiro Oliveira,434.413.777-99,
doc_grupo2_140.txt,Pessoa,Patricia Carvalho Rocha,,5.748.216-2
doc_grupo2_140.txt,Pessoa,Gabriel Santos Oliveira,414.643.532-11,
doc_grupo2_141.txt,Empresa,Nascimento & Pinto Agronegócios LTDA,75.277.295/0001-58,
doc_grupo2_141.txt,Pessoa,Beatriz Lima Mendes,152.395.259-82,
doc_grupo2_141.txt,Pessoa,Rodrigo Melo Martins,528.417.579-84,
doc_grupo2_141.txt,Pessoa,Larissa Lima Carvalho,,8.495.771-5
doc_grupo2_141.txt,Empresa,Barbosa & Teixeira Infraestrutura Serviços Logísticos,75.784.978/0001-22,
doc_grupo2_141.txt,Pessoa,Mariana Santos Nascimento,994.464.299-99,
doc_grupo2_141.txt,Pessoa,Aline Cavalcanti Cardoso,724.382.632-97,
doc_grupo2_141.txt,Pessoa,Mariana Cavalcanti Nascimento,,5.436.772-6
doc_grupo2_141.txt,Empresa,Rodrigues & Almeida Investimentos Serviços Logísticos,40.704.135/0001-73,
doc_grupo2_141.txt,Pessoa,Amanda Marques Souza,,2.733.196-6
doc_grupo2_141.txt,Pessoa,Mariana Nascimento Martins,,3.466.615-3
doc_grupo2_141.txt,Pessoa,Gabriel Nascimento Carvalho,985.167.581-19,
doc_grupo2_141.txt,Pessoa,Felipe Ribeiro Almeida,188.778.438-56,
doc_grupo2_141.txt,Empresa,Dias & Barbosa Têxtil Empreendimentos Imobiliários,18.213.753/0001-98,
doc_grupo2_141.txt,Pessoa,Maria Pinto Melo,857.420.811-89,
doc_grupo2_141.txt,Pessoa,Felipe Pinto Barbosa,,3.212.487-6
doc_grupo2_141.txt,Pessoa,João Souza Oliveira,,1.192.877-8
doc_grupo2_142.txt,Empresa,Lima & Pereira Transportes Comércio e Indústria,90.984.979/0001-49,
doc_grupo2_142.txt,Pessoa,Camila Dias Mendes,606.436.440-69,
doc_grupo2_142.txt,Pessoa,Sofia Nascimento Martins,497.619.779-55,
doc_grupo2_142.txt,Pessoa,Gustavo Martins Barbosa,480.112.866-22,
doc_grupo2_142.txt,Empresa,Barbosa & Costa Desenvolvimento de Software Participações S.A.,66.492.651/0001-89,
doc_grupo2_142.txt,Pessoa,Gustavo Araújo Moreira,335.292.499-58,
doc_grupo2_142.txt,Pessoa,Amanda Almeida Rocha,503.321.854-31,
doc_grupo2_142.txt,Pessoa,Patricia Martins Nascimento,,2.298.409-8
doc_grupo2_143.txt,Empresa,Silva & Carvalho Transportes Serviços Logísticos,74.345.310/0001-30,
doc_grupo2_143.txt,Pessoa,Felipe Rocha Lima,,4.265.506-3
doc_grupo2_143.txt,Pessoa,Letícia Lima Rodrigues,650.978.850-16,
doc_grupo2_143.txt,Empresa,Costa & Teixeira Investimentos Consultoria Empresarial,65.463.703/0001-29,
doc_grupo2_143.txt,Pessoa,Pedro Barbosa Gomes,,3.462.997-8
doc_grupo2_143.txt,Pessoa,Gustavo Teixeira Mendes,160.331.324-32,
doc_grupo2_143.txt,Pessoa,Roberto Rodrigues Pereira,,5.507.207-3
doc_grupo2_143.txt,Empresa,Oliveira & Silva Energia Empreendimentos Imobiliários,85.379.173/0001-96,
doc_grupo2_143.txt,Pessoa,Juliana Carvalho Oliveira,,5.773.352-8
doc_grupo2_143.txt,Pessoa,Juliana Silva Ribeiro,,5.431.733-8
doc_grupo2_144.txt,Empresa,Silva & Oliveira Infraestrutura Comércio e Indústria,86.323.155/0001-49,
doc_grupo2_144.txt,Pessoa,Beatriz Dias Dias,,3.756.536-7
doc_grupo2_144.txt,Pessoa,Ricardo Moreira Cavalcanti,608.925.515-63,
doc_grupo2_144.txt,Empresa,Oliveira & Araújo Investimentos Comércio e Indústria,32.655.272/0001-34,
doc_grupo2_144.txt,Pessoa,Ricardo Souza Souza,316.441.860-93,
doc_grupo2_144.txt,Pessoa,Maria Souza Rocha,578.844.724-43,
doc_grupo2_144.txt,Pessoa,Fernanda Barbosa Barbosa,708.429.990-48,
doc_grupo2_144.txt,Pessoa,Patricia Araújo Pereira,,1.573.949-7
doc_grupo2_144.txt,Empresa,Santos & Pinto Energia Comércio e Indústria,89.450.747/0001-60,
doc_grupo2_144.txt,Pessoa,Diego Araújo Souza,497.746.351-43,
doc_grupo2_144.txt,Pessoa,Gabriel Silva Mendes,638.967.222-30,
doc_grupo2_144.txt,Empresa,Nascimento & Moreira Desenvolvimento de Software Serviços Logísticos,31.927.428/0001-98,
doc_grupo2_144.txt,Pessoa,Mariana Melo Dias,,2.200.995-5
doc_grupo2_144.txt,Pessoa,Gustavo Oliveira Teixeira,851.780.226-34,
doc_grupo2_144.txt,Empresa,Araújo & Rodrigues Desenvolvimento de Software LTDA,76.723.974/0001-48,
doc_grupo2_144.txt,Pessoa,Bruno Cunha Cunha,,1.130.704-8
doc_grupo2_144.txt,Pessoa,Gabriel Cavalcanti Cavalcanti,385.781.895-93,
doc_grupo2_144.txt,Pessoa,Pedro Almeida Cavalcanti,,7.229.200-5
doc_grupo2_144.txt,Pessoa,Felipe Nascimento Costa,587.555.190-93,
doc_grupo2_145.txt,Empresa,Dias & Teixeira Têxtil Empreendimentos Imobiliários,63.262.851/0001-66,
doc_grupo2_145.txt,Pessoa,Rodrigo Marques Cardoso,683.925.565-58,
doc_grupo2_145.txt,Pessoa,Ricardo Silva Pereira,629.320.149-52,
doc_grupo2_145.txt,Pessoa,Beatriz Cavalcanti Oliveira,818.413.137-66,
doc_grupo2_145.txt,Empresa,Melo & Barbosa Energia Serviços Logísticos,61.730.397/0001-44,
doc_grupo2_145.txt,Pessoa,Letícia Araújo Teixeira,,6.235.590-1
doc_grupo2_145.txt,Pessoa,Pedro Lima Araújo,160.673.987-40,
doc_grupo2_145.txt,Empresa,Carvalho & Gomes Construções Comércio e Indústria,98.351.595/0001-97,
doc_grupo2_145.txt,Pessoa,Luiz Ribeiro Rodrigues,271.493.185-23,
doc_grupo2_145.txt,Pessoa,Ricardo Cunha Cavalcanti,504.174.995-97,
doc_grupo2_145.txt,Pessoa,João Lima Silva,,5.491.902-7
doc_grupo2_145.txt,Pessoa,João Ferreira Costa,173.326.928-47,
doc_grupo2_145.txt,Empresa,Cardoso & Costa Energia Consultoria Empresarial,80.676.716/0001-24,
doc_grupo2_145.txt,Pessoa,Fernanda Gomes Carvalho,,7.732.461-8
doc_grupo2_145.txt,Pessoa,Luiz Cunha Gomes,,2.444.578-4
doc_grupo2_145.txt,Pessoa,Pedro Martins Teixeira,,7.985.368-3
doc_grupo2_146.txt,Empresa,Nascimento & Ribeiro Tecnologia Consultoria Empresarial,87.674.340/0001-47,
doc_grupo2_146.txt,Pessoa,Bruno Silva Silva,220.261.215-34,
doc_grupo2_146.txt,Pessoa,Camila Rodrigues Ferreira,,8.742.757-8
doc_grupo2_146.txt,Empresa,Cavalcanti & Carvalho Infraestrutura Consultoria Empresarial,68.546.608/0001-88,
doc_grupo2_146.txt,Pessoa,Amanda Pereira Cardoso,,6.627.477-3
doc_grupo2_146.txt,Pessoa,Larissa Barbosa Carvalho,,2.997.679-0
doc_grupo2_146.txt,Pessoa,Fernanda Gomes Almeida,,3.649.658-5
doc_grupo2_146.txt,Empresa,Teixeira & Mendes Construções Participações S.A.,84.797.836/0001-70,
doc_grupo2_146.txt,Pessoa,Carlos Lima Rodrigues,383.285.547-43,
doc_grupo2_146.txt,Pessoa,Gustavo Nascimento Ferreira,130.943.732-67,
